time,forecast_inflow_m3h,capacity_ratio,warning_level,advice,lead_time_min
2026-08-09 08:00:00,5199.0,0.65,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:05:00,5704.6,0.713,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:10:00,5078.6,0.635,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:15:00,5086.4,0.636,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:20:00,5090.9,0.636,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:25:00,5033.0,0.629,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:30:00,4975.4,0.622,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:35:00,4989.0,0.624,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:40:00,4880.2,0.61,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:45:00,5333.9,0.667,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:50:00,4818.6,0.602,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 08:55:00,4797.6,0.6,正常,常规运行,120
2026-08-09 09:00:00,4806.7,0.601,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 09:05:00,4732.8,0.592,正常,常规运行,120
2026-08-09 09:10:00,4689.1,0.586,正常,常规运行,120
2026-08-09 09:15:00,4624.1,0.578,正常,常规运行,120
2026-08-09 09:20:00,4611.5,0.576,正常,常规运行,120
2026-08-09 09:25:00,4572.8,0.572,正常,常规运行,120
2026-08-09 09:30:00,4592.0,0.574,正常,常规运行,120
2026-08-09 09:35:00,4530.4,0.566,正常,常规运行,120
2026-08-09 09:40:00,4505.5,0.563,正常,常规运行,120
2026-08-09 09:45:00,4450.0,0.556,正常,常规运行,120
2026-08-09 09:50:00,4542.9,0.568,正常,常规运行,120
2026-08-09 09:55:00,4415.0,0.552,正常,常规运行,120
2026-08-09 10:00:00,4506.7,0.563,正常,常规运行,120
2026-08-09 10:05:00,4323.1,0.54,正常,常规运行,120
2026-08-09 10:10:00,4350.3,0.544,正常,常规运行,120
2026-08-09 10:15:00,4234.1,0.529,正常,常规运行,120
2026-08-09 10:20:00,4354.2,0.544,正常,常规运行,120
2026-08-09 10:25:00,4197.7,0.525,正常,常规运行,120
2026-08-09 10:30:00,4258.8,0.532,正常,常规运行,120
2026-08-09 10:35:00,4227.0,0.528,正常,常规运行,120
2026-08-09 10:40:00,4328.9,0.541,正常,常规运行,120
2026-08-09 10:45:00,4182.1,0.523,正常,常规运行,120
2026-08-09 10:50:00,4157.6,0.52,正常,常规运行,120
2026-08-09 10:55:00,4192.6,0.524,正常,常规运行,120
2026-08-09 11:00:00,4133.0,0.517,正常,常规运行,120
2026-08-09 11:05:00,4121.3,0.515,正常,常规运行,120
2026-08-09 11:10:00,4109.7,0.514,正常,常规运行,120
2026-08-09 11:15:00,4164.5,0.521,正常,常规运行,120
2026-08-09 11:20:00,4087.5,0.511,正常,常规运行,120
2026-08-09 11:25:00,4033.0,0.504,正常,常规运行,120
2026-08-09 11:30:00,4031.8,0.504,正常,常规运行,120
2026-08-09 11:35:00,4096.5,0.512,正常,常规运行,120
2026-08-09 11:40:00,4072.1,0.509,正常,常规运行,120
2026-08-09 11:45:00,4007.7,0.501,正常,常规运行,120
2026-08-09 11:50:00,4011.8,0.501,正常,常规运行,120
2026-08-09 11:55:00,3991.5,0.499,正常,常规运行,120
2026-08-09 12:00:00,4123.0,0.515,正常,常规运行,120
2026-08-09 12:05:00,4099.2,0.512,正常,常规运行,120
2026-08-09 12:10:00,4122.0,0.515,正常,常规运行,120
2026-08-09 12:15:00,4033.5,0.504,正常,常规运行,120
2026-08-09 12:20:00,4061.9,0.508,正常,常规运行,120
2026-08-09 12:25:00,3924.2,0.491,正常,常规运行,120
2026-08-09 12:30:00,4054.6,0.507,正常,常规运行,120
2026-08-09 12:35:00,4071.5,0.509,正常,常规运行,120
2026-08-09 12:40:00,4146.5,0.518,正常,常规运行,120
2026-08-09 12:45:00,3962.9,0.495,正常,常规运行,120
2026-08-09 12:50:00,4013.9,0.502,正常,常规运行,120
2026-08-09 12:55:00,4094.9,0.512,正常,常规运行,120
2026-08-09 13:00:00,4043.5,0.505,正常,常规运行,120
2026-08-09 13:05:00,3998.4,0.5,正常,常规运行,120
2026-08-09 13:10:00,3962.0,0.495,正常,常规运行,120
2026-08-09 13:15:00,4108.6,0.514,正常,常规运行,120
2026-08-09 13:20:00,4001.4,0.5,正常,常规运行,120
2026-08-09 13:25:00,4057.4,0.507,正常,常规运行,120
2026-08-09 13:30:00,4015.5,0.502,正常,常规运行,120
2026-08-09 13:35:00,4100.8,0.513,正常,常规运行,120
2026-08-09 13:40:00,4030.9,0.504,正常,常规运行,120
2026-08-09 13:45:00,4138.4,0.517,正常,常规运行,120
2026-08-09 13:50:00,4173.3,0.522,正常,常规运行,120
2026-08-09 13:55:00,4207.2,0.526,正常,常规运行,120
2026-08-09 14:00:00,4138.9,0.517,正常,常规运行,120
2026-08-09 14:05:00,4081.1,0.51,正常,常规运行,120
2026-08-09 14:10:00,4152.1,0.519,正常,常规运行,120
2026-08-09 14:15:00,4234.6,0.529,正常,常规运行,120
2026-08-09 14:20:00,4290.1,0.536,正常,常规运行,120
2026-08-09 14:25:00,4154.8,0.519,正常,常规运行,120
2026-08-09 14:30:00,4287.5,0.536,正常,常规运行,120
2026-08-09 14:35:00,4301.3,0.538,正常,常规运行,120
2026-08-09 14:40:00,4298.2,0.537,正常,常规运行,120
2026-08-09 14:45:00,4285.7,0.536,正常,常规运行,120
2026-08-09 14:50:00,4353.5,0.544,正常,常规运行,120
2026-08-09 14:55:00,4388.5,0.549,正常,常规运行,120
2026-08-09 15:00:00,4382.1,0.548,正常,常规运行,120
2026-08-09 15:05:00,4418.7,0.552,正常,常规运行,120
2026-08-09 15:10:00,4401.4,0.55,正常,常规运行,120
2026-08-09 15:15:00,4464.9,0.558,正常,常规运行,120
2026-08-09 15:20:00,4498.8,0.562,正常,常规运行,120
2026-08-09 15:25:00,4510.5,0.564,正常,常规运行,120
2026-08-09 15:30:00,4602.4,0.575,正常,常规运行,120
2026-08-09 15:35:00,4739.1,0.592,正常,常规运行,120
2026-08-09 15:40:00,4664.8,0.583,正常,常规运行,120
2026-08-09 15:45:00,4607.8,0.576,正常,常规运行,120
2026-08-09 15:50:00,4727.4,0.591,正常,常规运行,120
2026-08-09 15:55:00,4706.4,0.588,正常,常规运行,120
2026-08-09 16:00:00,4709.5,0.589,正常,常规运行,120
2026-08-09 16:05:00,4801.9,0.6,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 16:10:00,4688.5,0.586,正常,常规运行,120
2026-08-09 16:15:00,4801.9,0.6,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 16:20:00,4801.3,0.6,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 16:25:00,4824.6,0.603,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 16:30:00,4830.2,0.604,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 16:35:00,4948.2,0.619,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 16:40:00,4874.2,0.609,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 16:45:00,4982.4,0.623,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 16:50:00,4962.1,0.62,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 16:55:00,5005.0,0.626,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:00:00,5005.9,0.626,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:05:00,5013.6,0.627,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:10:00,5116.9,0.64,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:15:00,5135.9,0.642,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:20:00,5171.1,0.646,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:25:00,5025.3,0.628,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:30:00,5234.8,0.654,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:35:00,5104.6,0.638,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:40:00,5230.3,0.654,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:45:00,5116.2,0.64,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:50:00,5155.7,0.644,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 17:55:00,5092.6,0.637,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:00:00,5137.6,0.642,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:05:00,5130.3,0.641,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:10:00,5162.5,0.645,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:15:00,5052.1,0.632,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:20:00,5093.5,0.637,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:25:00,5143.3,0.643,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:30:00,5160.4,0.645,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:35:00,5113.4,0.639,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:40:00,5013.4,0.627,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:45:00,4999.2,0.625,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:50:00,5032.9,0.629,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 18:55:00,4990.4,0.624,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 19:00:00,5009.0,0.626,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 19:05:00,4955.0,0.619,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 19:10:00,4967.6,0.621,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 19:15:00,4949.7,0.619,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 19:20:00,4885.2,0.611,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 19:25:00,4876.6,0.61,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 19:30:00,4896.8,0.612,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 19:35:00,4797.9,0.6,正常,常规运行,120
2026-08-09 19:40:00,4888.8,0.611,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-09 19:45:00,4750.1,0.594,正常,常规运行,120
2026-08-09 19:50:00,4747.8,0.593,正常,常规运行,120
2026-08-09 19:55:00,4722.9,0.59,正常,常规运行,120
2026-08-09 20:00:00,4683.7,0.585,正常,常规运行,120
2026-08-09 20:05:00,4668.4,0.584,正常,常规运行,120
2026-08-09 20:10:00,4548.4,0.569,正常,常规运行,120
2026-08-09 20:15:00,4601.1,0.575,正常,常规运行,120
2026-08-09 20:20:00,4542.8,0.568,正常,常规运行,120
2026-08-09 20:25:00,4495.3,0.562,正常,常规运行,120
2026-08-09 20:30:00,4525.5,0.566,正常,常规运行,120
2026-08-09 20:35:00,4465.0,0.558,正常,常规运行,120
2026-08-09 20:40:00,4458.4,0.557,正常,常规运行,120
2026-08-09 20:45:00,4449.0,0.556,正常,常规运行,120
2026-08-09 20:50:00,4428.3,0.554,正常,常规运行,120
2026-08-09 20:55:00,4388.3,0.549,正常,常规运行,120
2026-08-09 21:00:00,4416.9,0.552,正常,常规运行,120
2026-08-09 21:05:00,4375.3,0.547,正常,常规运行,120
2026-08-09 21:10:00,4399.3,0.55,正常,常规运行,120
2026-08-09 21:15:00,4349.9,0.544,正常,常规运行,120
2026-08-09 21:20:00,4392.8,0.549,正常,常规运行,120
2026-08-09 21:25:00,4245.0,0.531,正常,常规运行,120
2026-08-09 21:30:00,4284.2,0.536,正常,常规运行,120
2026-08-09 21:35:00,4329.8,0.541,正常,常规运行,120
2026-08-09 21:40:00,4182.6,0.523,正常,常规运行,120
2026-08-09 21:45:00,4217.9,0.527,正常,常规运行,120
2026-08-09 21:50:00,4154.9,0.519,正常,常规运行,120
2026-08-09 21:55:00,4228.2,0.529,正常,常规运行,120
2026-08-09 22:00:00,3998.2,0.5,正常,常规运行,120
2026-08-09 22:05:00,4096.2,0.512,正常,常规运行,120
2026-08-09 22:10:00,3971.7,0.496,正常,常规运行,120
2026-08-09 22:15:00,3913.0,0.489,正常,常规运行,120
2026-08-09 22:20:00,3972.3,0.497,正常,常规运行,120
2026-08-09 22:25:00,3924.8,0.491,正常,常规运行,120
2026-08-09 22:30:00,3997.3,0.5,正常,常规运行,120
2026-08-09 22:35:00,3893.3,0.487,正常,常规运行,120
2026-08-09 22:40:00,3954.5,0.494,正常,常规运行,120
2026-08-09 22:45:00,3875.5,0.484,正常,常规运行,120
2026-08-09 22:50:00,3796.9,0.475,正常,常规运行,120
2026-08-09 22:55:00,3760.4,0.47,正常,常规运行,120
2026-08-09 23:00:00,3763.2,0.47,正常,常规运行,120
2026-08-09 23:05:00,3695.1,0.462,正常,常规运行,120
2026-08-09 23:10:00,3662.9,0.458,正常,常规运行,120
2026-08-09 23:15:00,3677.9,0.46,正常,常规运行,120
2026-08-09 23:20:00,3533.5,0.442,正常,常规运行,120
2026-08-09 23:25:00,3482.6,0.435,正常,常规运行,120
2026-08-09 23:30:00,3541.1,0.443,正常,常规运行,120
2026-08-09 23:35:00,3474.3,0.434,正常,常规运行,120
2026-08-09 23:40:00,3495.1,0.437,正常,常规运行,120
2026-08-09 23:45:00,3452.6,0.432,正常,常规运行,120
2026-08-09 23:50:00,3392.8,0.424,正常,常规运行,120
2026-08-09 23:55:00,3393.0,0.424,正常,常规运行,120
2026-08-10 00:00:00,3280.8,0.41,正常,常规运行,120
2026-08-10 00:05:00,3197.1,0.4,正常,常规运行,120
2026-08-10 00:10:00,3195.9,0.399,正常,常规运行,120
2026-08-10 00:15:00,3203.5,0.4,正常,常规运行,120
2026-08-10 00:20:00,3104.7,0.388,正常,常规运行,120
2026-08-10 00:25:00,3092.4,0.387,正常,常规运行,120
2026-08-10 00:30:00,3029.5,0.379,正常,常规运行,120
2026-08-10 00:35:00,3087.4,0.386,正常,常规运行,120
2026-08-10 00:40:00,2929.8,0.366,正常,常规运行,120
2026-08-10 00:45:00,2961.2,0.37,正常,常规运行,120
2026-08-10 00:50:00,2897.3,0.362,正常,常规运行,120
2026-08-10 00:55:00,2871.1,0.359,正常,常规运行,120
2026-08-10 01:00:00,2842.0,0.355,正常,常规运行,120
2026-08-10 01:05:00,2852.3,0.357,正常,常规运行,120
2026-08-10 01:10:00,2844.0,0.355,正常,常规运行,120
2026-08-10 01:15:00,2810.2,0.351,正常,常规运行,120
2026-08-10 01:20:00,2847.7,0.356,正常,常规运行,120
2026-08-10 01:25:00,2834.2,0.354,正常,常规运行,120
2026-08-10 01:30:00,2813.5,0.352,正常,常规运行,120
2026-08-10 01:35:00,2832.2,0.354,正常,常规运行,120
2026-08-10 01:40:00,2836.3,0.355,正常,常规运行,120
2026-08-10 01:45:00,2839.0,0.355,正常,常规运行,120
2026-08-10 01:50:00,2863.5,0.358,正常,常规运行,120
2026-08-10 01:55:00,2939.4,0.367,正常,常规运行,120
2026-08-10 02:00:00,2923.6,0.365,正常,常规运行,120
2026-08-10 02:05:00,2945.9,0.368,正常,常规运行,120
2026-08-10 02:10:00,2945.5,0.368,正常,常规运行,120
2026-08-10 02:15:00,3058.0,0.382,正常,常规运行,120
2026-08-10 02:20:00,3036.5,0.38,正常,常规运行,120
2026-08-10 02:25:00,3173.2,0.397,正常,常规运行,120
2026-08-10 02:30:00,3151.6,0.394,正常,常规运行,120
2026-08-10 02:35:00,3196.3,0.4,正常,常规运行,120
2026-08-10 02:40:00,3183.6,0.398,正常,常规运行,120
2026-08-10 02:45:00,3332.2,0.417,正常,常规运行,120
2026-08-10 02:50:00,3365.3,0.421,正常,常规运行,120
2026-08-10 02:55:00,3340.5,0.418,正常,常规运行,120
2026-08-10 03:00:00,3466.0,0.433,正常,常规运行,120
2026-08-10 03:05:00,3518.0,0.44,正常,常规运行,120
2026-08-10 03:10:00,3634.3,0.454,正常,常规运行,120
2026-08-10 03:15:00,3664.9,0.458,正常,常规运行,120
2026-08-10 03:20:00,3649.3,0.456,正常,常规运行,120
2026-08-10 03:25:00,3764.5,0.471,正常,常规运行,120
2026-08-10 03:30:00,3865.6,0.483,正常,常规运行,120
2026-08-10 03:35:00,4006.5,0.501,正常,常规运行,120
2026-08-10 03:40:00,3932.5,0.492,正常,常规运行,120
2026-08-10 03:45:00,4132.0,0.516,正常,常规运行,120
2026-08-10 03:50:00,4140.1,0.518,正常,常规运行,120
2026-08-10 03:55:00,4324.5,0.541,正常,常规运行,120
2026-08-10 04:00:00,4447.9,0.556,正常,常规运行,120
2026-08-10 04:05:00,4455.0,0.557,正常,常规运行,120
2026-08-10 04:10:00,4505.9,0.563,正常,常规运行,120
2026-08-10 04:15:00,4458.4,0.557,正常,常规运行,120
2026-08-10 04:20:00,4518.5,0.565,正常,常规运行,120
2026-08-10 04:25:00,4554.4,0.569,正常,常规运行,120
2026-08-10 04:30:00,5019.7,0.627,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 04:35:00,4776.0,0.597,正常,常规运行,120
2026-08-10 04:40:00,4711.7,0.589,正常,常规运行,120
2026-08-10 04:45:00,4824.6,0.603,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 04:50:00,4888.8,0.611,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 04:55:00,5246.2,0.656,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:00:00,4991.4,0.624,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:05:00,5396.2,0.675,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:10:00,6683.7,0.835,黄色,雨前预抽空：预降各泵站前池液位，腾出调蓄容积,120
2026-08-10 05:15:00,5897.6,0.737,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:20:00,5840.1,0.73,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:25:00,5673.6,0.709,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:30:00,6057.6,0.757,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:35:00,5530.0,0.691,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:40:00,5428.8,0.679,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:45:00,5392.9,0.674,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:50:00,5755.3,0.719,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 05:55:00,5462.3,0.683,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 06:00:00,5916.1,0.74,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 06:05:00,6398.6,0.8,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-10 06:10:00,7495.9,0.937,黄色,雨前预抽空：预降各泵站前池液位，腾出调蓄容积,120
