time,pump_id,pumps_on,flow_m3h,wet_well_level_m
2026-06-01 09:50:00,PS01,1,1075.8,1.13
2026-06-01 09:55:00,PS01,1,1105.3,1.19
2026-06-01 10:00:00,PS01,1,1087.8,1.18
2026-06-01 10:05:00,PS01,1,1153.1,1.12
2026-06-01 10:10:00,PS01,1,1103.6,1.14
2026-06-01 10:15:00,PS01,1,1083.0,1.21
2026-06-01 10:20:00,PS01,1,1136.5,1.17
2026-06-01 10:25:00,PS01,0,0.0,1.17
2026-06-01 10:30:00,PS01,1,1023.2,1.22
2026-06-01 10:35:00,PS01,1,1136.1,1.2
2026-06-01 10:40:00,PS01,1,1048.6,1.14
2026-06-01 10:45:00,PS01,1,1192.9,1.19
2026-06-01 10:50:00,PS01,1,1154.0,1.14
2026-06-01 10:55:00,PS01,1,1087.2,1.16
2026-06-01 11:00:00,PS01,1,1030.8,1.07
2026-06-01 11:05:00,PS01,1,1079.0,1.13
2026-06-01 11:10:00,PS01,0,0.0,1.17
2026-06-01 11:15:00,PS01,1,1181.8,1.1
2026-06-01 11:20:00,PS01,1,1154.6,1.13
2026-06-01 11:25:00,PS01,1,1158.6,1.07
2026-06-01 11:30:00,PS01,1,1043.5,1.18
2026-06-01 11:35:00,PS01,1,1061.3,1.22
2026-06-01 11:40:00,PS01,1,1162.3,1.1
2026-06-01 11:45:00,PS01,1,1087.7,1.06
2026-06-01 11:50:00,PS01,1,1174.5,1.17
2026-06-01 11:55:00,PS01,1,1027.3,1.16
2026-06-01 12:00:00,PS01,1,1131.1,1.17
2026-06-01 12:05:00,PS01,1,1111.6,1.18
2026-06-01 12:10:00,PS01,1,1164.9,1.15
2026-06-01 12:15:00,PS01,1,1050.5,1.21
2026-06-01 12:20:00,PS01,1,1055.7,1.21
2026-06-01 12:25:00,PS01,1,1108.7,1.24
2026-06-01 12:30:00,PS01,1,1128.8,1.24
2026-06-01 12:35:00,PS01,1,1049.2,1.1
2026-06-01 12:40:00,PS01,1,1183.1,1.2
2026-06-01 12:45:00,PS01,1,1171.8,1.15
2026-06-01 12:50:00,PS01,1,1042.6,1.04
2026-06-01 12:55:00,PS01,1,1172.9,1.16
2026-06-01 13:00:00,PS01,1,1184.6,1.1
2026-06-01 13:05:00,PS01,1,1064.0,1.14
2026-06-01 13:10:00,PS01,1,1175.6,1.08
2026-06-01 13:15:00,PS01,1,1121.4,1.2
2026-06-01 13:20:00,PS01,0,0.0,1.09
2026-06-01 13:25:00,PS01,1,1128.5,1.1
2026-06-01 13:30:00,PS01,1,1073.7,1.19
2026-06-01 13:35:00,PS01,1,1144.6,1.14
2026-06-01 13:40:00,PS01,1,1145.9,1.23
2026-06-01 13:45:00,PS01,1,1149.8,1.18
2026-06-01 13:50:00,PS01,1,1156.8,1.18
2026-06-01 13:55:00,PS01,1,1136.3,1.09
2026-06-01 14:00:00,PS01,1,1098.1,1.15
2026-06-01 14:05:00,PS01,1,1079.8,1.22
2026-06-01 14:10:00,PS01,1,1183.7,1.08
2026-06-01 14:15:00,PS01,1,1166.5,1.13
2026-06-01 14:20:00,PS01,1,1170.3,1.12
2026-06-01 14:25:00,PS01,1,1036.4,1.14
2026-06-01 14:30:00,PS01,2,2186.3,1.17
2026-06-01 14:35:00,PS01,1,1083.8,1.14
2026-06-01 14:40:00,PS01,1,1177.6,1.23
2026-06-01 14:45:00,PS01,1,1079.6,1.02
2026-06-01 14:50:00,PS01,1,1189.3,1.0
2026-06-01 14:55:00,PS01,1,1165.7,1.12
2026-06-01 15:00:00,PS01,1,1176.4,1.2
2026-06-01 15:05:00,PS01,1,1039.2,1.12
2026-06-01 15:10:00,PS01,1,1195.7,1.11
2026-06-01 15:15:00,PS01,1,1086.6,1.05
2026-06-01 15:20:00,PS01,1,1034.4,1.12
2026-06-01 15:25:00,PS01,1,1132.2,1.11
2026-06-01 15:30:00,PS01,1,1175.6,1.13
2026-06-01 15:35:00,PS01,1,1151.0,1.13
2026-06-01 15:40:00,PS01,1,1147.0,1.16
2026-06-01 15:45:00,PS01,1,1189.4,1.11
2026-06-01 15:50:00,PS01,1,1194.1,1.1
2026-06-01 15:55:00,PS01,0,0.0,1.14
2026-06-01 16:00:00,PS01,0,0.0,1.13
2026-06-01 16:05:00,PS01,1,1083.1,1.07
2026-06-01 16:10:00,PS01,1,1103.3,1.16
2026-06-01 16:15:00,PS01,1,1115.4,1.07
2026-06-01 16:20:00,PS01,1,1106.2,1.17
2026-06-01 16:25:00,PS01,1,1165.3,1.12
2026-06-01 16:30:00,PS01,0,0.0,1.08
2026-06-01 16:35:00,PS01,0,0.0,1.28
2026-06-01 16:40:00,PS01,1,1162.0,1.15
2026-06-01 16:45:00,PS01,1,1130.0,1.2
2026-06-01 16:50:00,PS01,1,1150.8,1.14
2026-06-01 16:55:00,PS01,0,0.0,1.22
2026-06-01 17:00:00,PS01,1,1145.3,1.18
2026-06-01 17:05:00,PS01,1,1132.6,1.13
2026-06-01 17:10:00,PS01,1,1138.0,1.19
2026-06-01 17:15:00,PS01,1,1191.2,1.2
2026-06-01 17:20:00,PS01,1,1028.2,1.13
2026-06-01 17:25:00,PS01,0,0.0,1.14
2026-06-01 17:30:00,PS01,1,1136.0,1.25
2026-06-01 17:35:00,PS01,1,1088.8,1.16
2026-06-01 17:40:00,PS01,1,1101.0,1.21
2026-06-01 17:45:00,PS01,1,1096.8,1.2
2026-06-01 17:50:00,PS01,1,1160.1,1.21
2026-06-01 17:55:00,PS01,1,1030.3,1.2
2026-06-01 18:00:00,PS01,1,1101.0,1.02
2026-06-01 18:05:00,PS01,1,1140.0,1.13
2026-06-01 18:10:00,PS01,1,1093.7,1.14
2026-06-01 18:15:00,PS01,1,1031.7,1.17
2026-06-01 18:20:00,PS01,1,1191.0,1.11
2026-06-01 18:25:00,PS01,1,1088.2,1.15
2026-06-01 18:30:00,PS01,1,1189.3,1.1
2026-06-01 18:35:00,PS01,1,1185.9,1.07
2026-06-01 18:40:00,PS01,1,1044.6,1.3
2026-06-01 18:45:00,PS01,1,1134.8,1.14
2026-06-01 18:50:00,PS01,1,1071.6,1.23
2026-06-01 18:55:00,PS01,1,1057.1,1.21
2026-06-01 19:00:00,PS01,1,1121.1,1.14
2026-06-01 19:05:00,PS01,1,1116.6,1.24
2026-06-01 19:10:00,PS01,1,1179.3,1.12
2026-06-01 19:15:00,PS01,0,0.0,1.16
2026-06-01 19:20:00,PS01,1,1152.0,1.2
2026-06-01 19:25:00,PS01,1,1162.4,1.17
2026-06-01 19:30:00,PS01,1,1032.2,1.16
2026-06-01 19:35:00,PS01,1,1085.3,1.07
2026-06-01 19:40:00,PS01,1,1130.0,1.2
2026-06-01 19:45:00,PS01,1,1159.7,1.21
2026-06-01 19:50:00,PS01,1,1165.0,1.14
2026-06-01 19:55:00,PS01,1,1176.9,1.22
2026-06-01 20:00:00,PS01,1,1141.5,1.18
2026-06-01 20:05:00,PS01,1,1045.4,1.22
2026-06-01 20:10:00,PS01,1,1070.0,1.21
2026-06-01 20:15:00,PS01,1,1129.2,1.15
2026-06-01 20:20:00,PS01,1,1133.6,1.28
2026-06-01 20:25:00,PS01,1,1021.0,1.12
2026-06-01 20:30:00,PS01,1,1109.3,1.02
2026-06-01 20:35:00,PS01,1,1196.1,1.04
2026-06-01 20:40:00,PS01,1,1030.6,1.19
2026-06-01 20:45:00,PS01,0,0.0,1.05
2026-06-01 20:50:00,PS01,0,0.0,1.13
2026-06-01 20:55:00,PS01,1,1188.7,1.22
2026-06-01 21:00:00,PS01,1,1033.4,1.04
2026-06-01 21:05:00,PS01,1,1170.5,1.15
2026-06-01 21:10:00,PS01,1,1075.5,1.16
2026-06-01 21:15:00,PS01,1,1073.8,1.09
2026-06-01 21:20:00,PS01,1,1069.0,1.18
2026-06-01 21:25:00,PS01,0,0.0,1.15
2026-06-01 21:30:00,PS01,1,1049.8,1.19
2026-06-01 21:35:00,PS01,1,1033.1,1.16
2026-06-01 21:40:00,PS01,1,1163.3,1.13
2026-06-01 21:45:00,PS01,1,1177.1,1.17
2026-06-01 21:50:00,PS01,1,1066.3,1.21
2026-06-01 21:55:00,PS01,1,1195.2,1.22
2026-06-01 22:00:00,PS01,1,1187.9,1.19
2026-06-01 22:05:00,PS01,1,1041.8,1.2
2026-06-01 22:10:00,PS01,1,1048.0,1.12
2026-06-01 22:15:00,PS01,1,1088.3,1.14
2026-06-01 22:20:00,PS01,1,1141.0,1.18
2026-06-01 22:25:00,PS01,1,1021.3,1.16
2026-06-01 22:30:00,PS01,1,1130.2,1.18
2026-06-01 22:35:00,PS01,1,1174.1,1.22
2026-06-01 22:40:00,PS01,1,1106.1,1.14
2026-06-01 22:45:00,PS01,1,1034.4,1.07
2026-06-01 22:50:00,PS01,1,1054.2,1.1
2026-06-01 22:55:00,PS01,0,0.0,1.15
2026-06-01 23:00:00,PS01,1,1131.0,1.13
2026-06-01 23:05:00,PS01,1,1046.2,1.07
2026-06-01 23:10:00,PS01,1,1132.5,1.15
2026-06-01 23:15:00,PS01,1,1075.4,1.1
2026-06-01 23:20:00,PS01,1,1038.5,1.17
2026-06-01 23:25:00,PS01,1,1120.0,1.22
2026-06-01 23:30:00,PS01,1,1143.2,1.2
2026-06-01 23:35:00,PS01,0,0.0,1.09
2026-06-01 23:40:00,PS01,1,1159.7,1.11
2026-06-01 23:45:00,PS01,1,1031.6,1.06
2026-06-01 23:50:00,PS01,1,1068.5,1.19
2026-06-01 23:55:00,PS01,1,1100.1,1.14
2026-06-02 00:00:00,PS01,1,1106.9,1.2
2026-06-02 00:05:00,PS01,1,1131.3,1.15
2026-06-02 00:10:00,PS01,1,1076.4,1.1
2026-06-02 00:15:00,PS01,1,1049.2,1.03
2026-06-02 00:20:00,PS01,1,1194.2,1.14
2026-06-02 00:25:00,PS01,1,1040.8,1.22
2026-06-02 00:30:00,PS01,1,1021.0,1.16
2026-06-02 00:35:00,PS01,0,0.0,1.12
2026-06-02 00:40:00,PS01,1,1047.5,1.16
2026-06-02 00:45:00,PS01,1,1139.0,1.15
2026-06-02 00:50:00,PS01,1,1138.3,1.18
2026-06-02 00:55:00,PS01,1,1110.5,1.07
2026-06-02 01:00:00,PS01,1,1080.6,1.14
2026-06-02 01:05:00,PS01,1,1144.1,1.04
2026-06-02 01:10:00,PS01,1,1126.6,1.01
2026-06-02 01:15:00,PS01,1,1070.2,1.15
2026-06-02 01:20:00,PS01,1,1040.6,1.17
2026-06-02 01:25:00,PS01,1,1043.8,1.11
2026-06-02 01:30:00,PS01,1,1122.8,1.1
2026-06-02 01:35:00,PS01,1,1101.7,1.12
2026-06-02 01:40:00,PS01,1,1141.8,1.16
2026-06-02 01:45:00,PS01,1,1028.1,1.15
2026-06-02 01:50:00,PS01,1,1194.9,1.12
2026-06-02 01:55:00,PS01,1,1120.3,1.14
2026-06-02 02:00:00,PS01,1,1058.2,1.14
2026-06-02 02:05:00,PS01,1,1056.6,1.04
2026-06-02 02:10:00,PS01,1,1177.6,1.13
2026-06-02 02:15:00,PS01,1,1035.0,1.03
2026-06-02 02:20:00,PS01,1,1039.3,1.15
2026-06-02 02:25:00,PS01,1,1160.6,1.14
2026-06-02 02:30:00,PS01,1,1190.5,1.09
2026-06-02 02:35:00,PS01,1,1099.4,1.08
2026-06-02 02:40:00,PS01,1,1037.4,1.15
2026-06-02 02:45:00,PS01,1,1144.1,1.1
2026-06-02 02:50:00,PS01,1,1069.0,1.1
2026-06-02 02:55:00,PS01,1,1190.9,1.1
2026-06-02 03:00:00,PS01,1,1182.2,1.11
2026-06-02 03:05:00,PS01,1,1178.3,1.14
2026-06-02 03:10:00,PS01,1,1020.5,1.01
2026-06-02 03:15:00,PS01,1,1189.1,1.09
2026-06-02 03:20:00,PS01,0,0.0,0.98
2026-06-02 03:25:00,PS01,1,1028.7,1.11
2026-06-02 03:30:00,PS01,1,1149.3,1.06
2026-06-02 03:35:00,PS01,0,0.0,1.09
2026-06-02 03:40:00,PS01,1,1082.0,1.05
2026-06-02 03:45:00,PS01,1,1142.3,1.04
2026-06-02 03:50:00,PS01,1,1079.8,1.06
2026-06-02 03:55:00,PS01,1,1138.0,1.09
2026-06-02 04:00:00,PS01,1,1114.8,1.12
2026-06-02 04:05:00,PS01,1,1043.3,1.05
2026-06-02 04:10:00,PS01,1,1021.3,1.09
2026-06-02 04:15:00,PS01,1,1157.5,1.11
2026-06-02 04:20:00,PS01,1,1059.9,1.07
2026-06-02 04:25:00,PS01,1,1093.7,1.11
2026-06-02 04:30:00,PS01,1,1180.9,1.03
2026-06-02 04:35:00,PS01,1,1172.4,1.05
2026-06-02 04:40:00,PS01,1,1134.7,1.15
2026-06-02 04:45:00,PS01,1,1069.8,0.99
2026-06-02 04:50:00,PS01,1,1042.4,1.08
2026-06-02 04:55:00,PS01,1,1052.2,1.1
2026-06-02 05:00:00,PS01,1,1190.8,1.12
2026-06-02 05:05:00,PS01,1,1133.5,1.13
2026-06-02 05:10:00,PS01,1,1094.4,1.1
2026-06-02 05:15:00,PS01,1,1190.0,1.09
2026-06-02 05:20:00,PS01,1,1115.9,1.07
2026-06-02 05:25:00,PS01,1,1092.5,1.19
2026-06-02 05:30:00,PS01,1,1042.7,1.15
2026-06-02 05:35:00,PS01,1,1035.2,1.13
2026-06-02 05:40:00,PS01,1,1140.6,1.11
2026-06-02 05:45:00,PS01,0,0.0,1.09
2026-06-02 05:50:00,PS01,1,1034.8,1.12
2026-06-02 05:55:00,PS01,1,1193.1,1.08
2026-06-02 06:00:00,PS01,1,1126.8,1.2
2026-06-02 06:05:00,PS01,1,1181.0,1.08
2026-06-02 06:10:00,PS01,1,1050.5,1.06
2026-06-02 06:15:00,PS01,1,1191.0,1.28
2026-06-02 06:20:00,PS01,1,1147.3,1.13
2026-06-02 06:25:00,PS01,1,1076.8,1.1
2026-06-02 06:30:00,PS01,0,0.0,1.17
2026-06-02 06:35:00,PS01,1,1038.8,1.07
2026-06-02 06:40:00,PS01,1,1181.1,1.11
2026-06-02 06:45:00,PS01,1,1139.0,1.19
2026-06-02 06:50:00,PS01,0,0.0,1.25
2026-06-02 06:55:00,PS01,1,1178.5,1.19
2026-06-02 07:00:00,PS01,1,1022.5,1.19
2026-06-02 07:05:00,PS01,1,1120.1,1.22
2026-06-02 07:10:00,PS01,1,1111.4,1.14
2026-06-02 07:15:00,PS01,1,1047.9,1.08
2026-06-02 07:20:00,PS01,1,1066.7,1.13
2026-06-02 07:25:00,PS01,1,1053.1,1.23
2026-06-02 07:30:00,PS01,1,1064.4,1.11
2026-06-02 07:35:00,PS01,1,1146.7,1.15
2026-06-02 07:40:00,PS01,1,1193.7,1.16
2026-06-02 07:45:00,PS01,1,1137.0,1.18
2026-06-02 07:50:00,PS01,1,1119.4,1.2
2026-06-02 07:55:00,PS01,1,1108.6,1.2
2026-06-02 08:00:00,PS01,1,1045.2,1.31
2026-06-02 08:05:00,PS01,1,1155.1,1.21
2026-06-02 08:10:00,PS01,1,1184.1,1.25
2026-06-02 08:15:00,PS01,1,1087.2,1.17
2026-06-02 08:20:00,PS01,1,1040.9,1.27
2026-06-02 08:25:00,PS01,1,1145.7,1.14
2026-06-02 08:30:00,PS01,1,1154.3,1.22
2026-06-02 08:35:00,PS01,1,1045.5,1.17
2026-06-02 08:40:00,PS01,1,1063.4,1.23
2026-06-02 08:45:00,PS01,1,1081.2,1.2
2026-06-02 08:50:00,PS01,1,1078.2,1.24
2026-06-02 08:55:00,PS01,1,1069.6,1.2
2026-06-02 09:00:00,PS01,1,1125.5,1.17
2026-06-02 09:05:00,PS01,1,1173.2,1.22
2026-06-02 09:10:00,PS01,1,1125.6,1.13
2026-06-02 09:15:00,PS01,1,1048.9,1.08
2026-06-02 09:20:00,PS01,1,1045.4,1.06
2026-06-02 09:25:00,PS01,1,1194.0,1.26
2026-06-02 09:30:00,PS01,1,1021.5,1.17
2026-06-02 09:35:00,PS01,1,1188.2,1.2
2026-06-02 09:40:00,PS01,1,1103.7,1.15
2026-06-02 09:45:00,PS01,1,1021.0,1.18
2026-06-02 09:50:00,PS01,1,1064.0,1.13
2026-06-02 09:55:00,PS01,1,1130.9,1.17
2026-06-02 10:00:00,PS01,1,1057.3,1.09
2026-06-02 10:05:00,PS01,1,1186.2,1.07
2026-06-02 10:10:00,PS01,1,1025.6,1.11
2026-06-02 10:15:00,PS01,1,1080.9,1.13
2026-06-02 10:20:00,PS01,1,1082.2,1.23
2026-06-02 10:25:00,PS01,1,1146.3,1.29
2026-06-02 10:30:00,PS01,1,1197.5,1.23
2026-06-02 10:35:00,PS01,1,1191.0,1.0
2026-06-02 10:40:00,PS01,1,1095.4,1.25
2026-06-02 10:45:00,PS01,1,1134.7,1.14
2026-06-02 10:50:00,PS01,1,1185.4,1.08
2026-06-02 10:55:00,PS01,1,1155.0,1.25
2026-06-02 11:00:00,PS01,1,1047.3,1.13
2026-06-02 11:05:00,PS01,1,1185.5,1.11
2026-06-02 11:10:00,PS01,1,1100.9,1.12
2026-06-02 11:15:00,PS01,1,1096.2,1.14
2026-06-02 11:20:00,PS01,1,1032.1,1.18
2026-06-02 11:25:00,PS01,1,1174.7,1.16
2026-06-02 11:30:00,PS01,1,1184.6,1.12
2026-06-02 11:35:00,PS01,1,1181.1,1.05
2026-06-02 11:40:00,PS01,1,1054.9,1.11
2026-06-02 11:45:00,PS01,1,1039.7,1.16
2026-06-02 11:50:00,PS01,1,1060.0,1.11
2026-06-02 11:55:00,PS01,1,1065.3,1.15
2026-06-02 12:00:00,PS01,1,1080.4,1.14
2026-06-02 12:05:00,PS01,1,1111.9,1.21
2026-06-02 12:10:00,PS01,1,1197.6,1.16
2026-06-02 12:15:00,PS01,1,1086.3,1.19
2026-06-02 12:20:00,PS01,1,1060.2,1.13
2026-06-02 12:25:00,PS01,1,1057.1,1.22
2026-06-02 12:30:00,PS01,1,1126.6,1.12
2026-06-02 12:35:00,PS01,1,1144.0,1.1
2026-06-02 12:40:00,PS01,1,1102.9,1.21
2026-06-02 12:45:00,PS01,1,1166.7,1.11
2026-06-02 12:50:00,PS01,1,1022.8,1.08
2026-06-02 12:55:00,PS01,1,1129.8,1.08
2026-06-02 13:00:00,PS01,1,1129.0,1.11
2026-06-02 13:05:00,PS01,1,1181.8,1.12
2026-06-02 13:10:00,PS01,1,1056.8,1.16
2026-06-02 13:15:00,PS01,1,1087.1,1.17
2026-06-02 13:20:00,PS01,1,1108.9,1.13
2026-06-02 13:25:00,PS01,1,1114.3,1.18
2026-06-02 13:30:00,PS01,1,1070.9,1.18
2026-06-02 13:35:00,PS01,1,1111.8,1.08
2026-06-02 13:40:00,PS01,1,1049.3,1.08
2026-06-02 13:45:00,PS01,1,1086.8,1.11
2026-06-02 13:50:00,PS01,1,1190.0,1.02
2026-06-02 13:55:00,PS01,1,1053.3,1.14
2026-06-02 14:00:00,PS01,1,1044.7,1.12
2026-06-02 14:05:00,PS01,1,1025.4,1.22
2026-06-02 14:10:00,PS01,1,1151.8,1.19
2026-06-02 14:15:00,PS01,1,1131.5,1.11
2026-06-02 14:20:00,PS01,1,1056.3,1.18
2026-06-02 14:25:00,PS01,1,1092.7,1.12
2026-06-02 14:30:00,PS01,1,1054.6,1.16
2026-06-02 14:35:00,PS01,1,1145.8,1.04
2026-06-02 14:40:00,PS01,1,1044.8,1.1
2026-06-02 14:45:00,PS01,1,1156.0,1.14
2026-06-02 14:50:00,PS01,1,1081.2,1.12
2026-06-02 14:55:00,PS01,1,1105.6,1.19
2026-06-02 15:00:00,PS01,1,1165.3,1.16
2026-06-02 15:05:00,PS01,1,1115.7,1.16
2026-06-02 15:10:00,PS01,1,1089.5,1.14
2026-06-02 15:15:00,PS01,1,1089.0,1.13
2026-06-02 15:20:00,PS01,1,1114.1,1.18
2026-06-02 15:25:00,PS01,1,1049.6,1.22
2026-06-02 15:30:00,PS01,1,1070.0,1.03
2026-06-02 15:35:00,PS01,1,1120.2,1.09
2026-06-02 15:40:00,PS01,1,1056.6,1.14
2026-06-02 15:45:00,PS01,1,1130.4,1.21
2026-06-02 15:50:00,PS01,1,1066.3,1.18
2026-06-02 15:55:00,PS01,1,1134.6,1.1
2026-06-02 16:00:00,PS01,1,1042.2,1.12
2026-06-02 16:05:00,PS01,1,1110.4,1.18
2026-06-02 16:10:00,PS01,0,0.0,1.11
2026-06-02 16:15:00,PS01,1,1076.8,1.15
2026-06-02 16:20:00,PS01,1,1157.4,1.11
2026-06-02 16:25:00,PS01,1,1079.5,1.16
2026-06-02 16:30:00,PS01,1,1159.1,1.17
2026-06-02 16:35:00,PS01,1,1176.1,1.01
2026-06-02 16:40:00,PS01,1,1028.6,1.23
2026-06-02 16:45:00,PS01,1,1067.6,1.25
2026-06-02 16:50:00,PS01,1,1194.1,1.04
2026-06-02 16:55:00,PS01,1,1036.8,1.14
2026-06-02 17:00:00,PS01,1,1043.4,1.06
2026-06-02 17:05:00,PS01,1,1022.8,1.04
2026-06-02 17:10:00,PS01,1,1067.9,1.19
2026-06-02 17:15:00,PS01,1,1126.1,1.24
2026-06-02 17:20:00,PS01,1,1066.0,1.15
2026-06-02 17:25:00,PS01,1,1194.4,1.22
2026-06-02 17:30:00,PS01,1,1102.9,1.12
