time,cod_mg_l,nh3n_mg_l,tn_mg_l,tp_mg_l,ss_mg_l,ph,toxicity_flag,inflow_m3h
2026-06-01 04:40:00,312.4,30.7,42.9,4.7,176.6,7.34,0,3305.0
2026-06-01 04:45:00,324.9,27.7,41.3,4.6,187.6,7.46,0,3325.5
2026-06-01 04:50:00,378.2,30.7,40.8,4.6,202.4,7.21,0,3175.5
2026-06-01 04:55:00,328.7,27.6,47.0,4.6,181.8,7.4,0,3369.6
2026-06-01 05:00:00,341.6,32.1,45.7,4.7,167.0,7.39,0,3324.4
2026-06-01 05:05:00,392.8,27.3,46.3,4.7,183.2,7.18,0,3435.0
2026-06-01 05:10:00,351.4,32.6,49.9,4.5,172.9,7.44,0,3374.1
2026-06-01 05:15:00,378.2,29.9,44.4,4.7,183.0,7.18,0,3541.2
2026-06-01 05:20:00,313.9,26.9,42.1,4.3,193.3,7.15,0,3811.4
2026-06-01 05:25:00,339.8,29.2,42.9,4.7,193.8,7.22,0,3616.9
2026-06-01 05:30:00,298.8,30.6,46.9,5.3,211.8,7.22,0,3795.6
2026-06-01 05:35:00,357.5,28.0,41.0,4.8,179.5,7.27,0,3814.8
2026-06-01 05:40:00,365.5,31.6,46.5,5.0,195.0,7.19,0,3829.8
2026-06-01 05:45:00,341.3,30.0,45.9,4.7,222.7,7.36,0,4032.1
2026-06-01 05:50:00,361.6,30.0,42.5,5.1,202.9,7.29,0,3965.7
2026-06-01 05:55:00,368.3,31.5,49.3,4.8,215.7,7.32,0,4065.1
2026-06-01 06:00:00,318.0,29.0,40.3,4.7,196.5,7.37,0,4153.4
2026-06-01 06:05:00,344.8,29.5,41.5,4.6,214.1,7.45,0,4301.3
2026-06-01 06:10:00,390.8,30.3,46.6,4.8,195.1,7.26,0,4230.9
2026-06-01 06:15:00,332.6,27.3,46.3,5.2,171.2,7.24,0,4523.8
2026-06-01 06:20:00,337.4,31.5,44.3,5.3,212.8,7.38,0,4235.1
2026-06-01 06:25:00,383.3,28.5,49.3,4.9,207.8,7.43,0,4402.1
2026-06-01 06:30:00,351.1,29.4,47.9,5.1,201.7,7.31,0,4629.4
2026-06-01 06:35:00,361.0,28.3,46.3,5.4,182.4,7.31,0,4527.5
2026-06-01 06:40:00,348.5,29.3,47.2,4.8,233.4,7.28,0,4656.0
2026-06-01 06:45:00,386.6,30.2,51.5,5.1,218.6,7.24,0,4609.3
2026-06-01 06:50:00,358.5,33.2,53.1,5.2,190.1,7.26,0,4623.2
2026-06-01 06:55:00,396.5,30.0,46.4,4.9,232.5,7.29,0,4765.7
2026-06-01 07:00:00,358.4,28.8,44.5,4.9,231.9,7.37,0,4944.8
2026-06-01 07:05:00,389.6,31.3,47.7,5.0,200.3,7.38,0,4866.6
2026-06-01 07:10:00,383.9,35.5,44.7,5.1,187.4,7.21,0,4970.3
2026-06-01 07:15:00,342.0,28.9,51.9,6.1,215.1,7.31,0,4980.6
2026-06-01 07:20:00,370.6,32.8,48.7,4.8,201.8,7.23,0,5150.1
2026-06-01 07:25:00,371.9,33.7,49.6,4.8,261.8,7.27,0,4965.4
2026-06-01 07:30:00,381.9,36.1,51.5,5.5,185.3,7.31,0,5164.5
2026-06-01 07:35:00,368.6,32.9,50.8,5.3,239.4,7.4,0,5184.6
2026-06-01 07:40:00,332.5,32.8,52.1,5.2,198.9,7.29,0,5168.2
2026-06-01 07:45:00,376.9,31.5,48.8,5.3,202.9,7.34,0,5433.5
2026-06-01 07:50:00,331.2,33.3,54.5,5.0,190.6,7.19,0,5158.3
2026-06-01 07:55:00,370.2,33.4,44.2,5.3,210.9,7.19,0,5418.8
2026-06-01 08:00:00,408.7,31.0,49.7,5.1,190.5,7.27,0,5463.3
2026-06-01 08:05:00,405.1,38.6,53.7,5.3,204.1,7.63,0,5403.3
2026-06-01 08:10:00,366.0,32.8,46.0,5.0,182.8,7.22,0,5688.3
2026-06-01 08:15:00,357.2,31.8,46.7,5.9,167.6,7.32,0,5550.0
2026-06-01 08:20:00,376.0,32.5,48.4,5.1,204.9,7.34,0,5447.9
2026-06-01 08:25:00,391.0,32.1,48.3,4.9,237.2,7.3,0,5617.1
2026-06-01 08:30:00,358.4,32.8,52.6,5.5,215.1,7.24,0,5515.8
2026-06-01 08:35:00,385.4,34.1,49.4,5.6,206.5,7.36,0,5539.6
2026-06-01 08:40:00,346.3,32.5,51.1,4.7,265.1,7.21,0,5724.5
2026-06-01 08:45:00,363.0,35.1,49.9,5.3,161.4,7.34,0,5670.4
2026-06-01 08:50:00,355.2,30.1,50.7,4.8,216.2,7.24,0,5738.5
2026-06-01 08:55:00,402.7,34.3,51.7,5.1,191.8,7.4,0,5344.8
2026-06-01 09:00:00,383.1,30.5,48.0,5.1,211.3,7.12,0,5666.7
2026-06-01 09:05:00,409.4,30.8,43.8,4.9,193.8,7.29,0,5797.6
2026-06-01 09:10:00,378.5,32.4,42.8,5.0,196.2,7.19,0,5498.7
2026-06-01 09:15:00,379.3,34.1,47.7,5.0,216.0,7.38,0,5638.7
2026-06-01 09:20:00,401.3,31.5,41.7,5.1,206.3,7.38,0,5586.6
2026-06-01 09:25:00,367.2,34.9,48.0,5.4,194.8,7.04,0,5681.8
2026-06-01 09:30:00,379.2,35.8,51.4,5.0,181.8,7.18,0,5527.7
2026-06-01 09:35:00,380.2,33.5,48.2,5.2,225.9,7.39,0,5661.7
2026-06-01 09:40:00,359.3,30.5,40.8,4.7,204.7,7.29,0,5523.8
2026-06-01 09:45:00,357.1,33.5,45.1,4.9,183.7,7.36,0,5836.3
2026-06-01 09:50:00,351.0,31.4,49.9,5.4,173.7,7.3,0,5554.2
2026-06-01 09:55:00,348.3,30.4,50.1,4.9,214.9,7.32,0,5741.2
2026-06-01 10:00:00,413.3,33.0,49.5,5.3,202.4,7.4,0,5535.4
2026-06-01 10:05:00,370.1,31.0,48.9,4.6,212.2,7.18,0,5396.1
2026-06-01 10:10:00,374.7,34.8,49.8,4.9,261.3,7.26,0,5412.8
2026-06-01 10:15:00,308.5,33.6,53.4,5.3,225.0,7.2,0,5419.4
2026-06-01 10:20:00,397.0,39.9,50.8,5.6,207.1,7.33,0,5101.2
2026-06-01 10:25:00,404.5,32.2,43.2,5.7,172.7,7.17,0,5415.1
2026-06-01 10:30:00,348.2,31.8,46.7,5.4,241.1,7.39,0,5297.0
2026-06-01 10:35:00,387.2,35.6,45.5,5.5,208.6,7.25,0,5301.6
2026-06-01 10:40:00,349.0,28.2,44.2,4.8,257.3,7.35,0,5273.3
2026-06-01 10:45:00,338.8,33.4,47.2,5.3,189.6,7.23,0,5039.3
2026-06-01 10:50:00,355.7,31.7,55.8,4.7,179.5,7.38,0,5145.4
2026-06-01 10:55:00,350.3,34.3,44.9,5.5,235.4,7.42,0,5100.4
2026-06-01 11:00:00,376.6,38.8,47.5,5.2,210.6,7.38,0,4937.0
2026-06-01 11:05:00,347.5,29.7,54.2,5.1,230.8,7.21,0,5171.5
2026-06-01 11:10:00,329.5,32.8,47.5,4.2,179.8,7.45,0,5175.6
2026-06-01 11:15:00,377.6,34.7,48.9,4.4,179.3,7.37,0,4914.4
2026-06-01 11:20:00,384.2,33.9,48.5,5.6,183.3,7.24,0,4966.6
2026-06-01 11:25:00,376.6,32.2,48.0,6.2,147.3,7.33,0,4874.9
2026-06-01 11:30:00,368.0,33.2,46.4,5.2,193.1,7.45,0,4810.6
2026-06-01 11:35:00,362.5,30.1,48.6,5.6,165.4,7.21,0,4768.0
2026-06-01 11:40:00,382.8,35.8,50.0,5.0,204.7,7.21,0,4656.9
2026-06-01 11:45:00,345.6,29.2,42.0,4.6,200.9,7.29,0,4778.7
2026-06-01 11:50:00,382.5,30.0,46.4,5.6,184.5,7.16,0,4652.3
2026-06-01 11:55:00,327.5,30.5,41.7,4.9,212.7,7.31,0,4737.2
2026-06-01 12:00:00,324.0,30.6,44.8,5.0,205.3,7.37,0,4609.4
2026-06-01 12:05:00,380.3,32.9,49.5,5.7,228.7,7.32,0,4513.2
2026-06-01 12:10:00,339.4,31.1,46.3,5.0,238.9,7.23,0,4530.7
2026-06-01 12:15:00,338.8,29.4,45.8,4.6,204.1,7.39,0,4599.2
2026-06-01 12:20:00,337.2,29.3,39.4,4.6,209.9,7.28,0,4509.6
2026-06-01 12:25:00,376.4,34.1,43.7,5.1,212.7,7.22,0,4433.1
2026-06-01 12:30:00,328.8,31.2,42.0,5.1,239.4,7.33,0,4637.6
2026-06-01 12:35:00,396.5,29.5,43.0,5.1,172.3,7.42,0,4350.0
2026-06-01 12:40:00,362.7,31.5,45.9,4.8,189.0,7.24,0,4566.4
2026-06-01 12:45:00,353.1,29.8,45.7,4.7,172.6,7.46,0,4530.7
2026-06-01 12:50:00,382.5,27.6,48.0,4.8,187.5,7.31,0,4490.7
2026-06-01 12:55:00,330.0,28.3,49.4,5.4,192.2,7.31,0,4462.7
2026-06-01 13:00:00,363.0,33.4,51.2,5.0,182.3,7.31,0,4312.1
2026-06-01 13:05:00,309.2,33.9,48.0,4.8,208.0,7.24,0,4316.7
2026-06-01 13:10:00,330.3,31.1,45.3,5.3,209.6,7.17,0,4518.3
2026-06-01 13:15:00,319.3,29.0,46.3,4.8,199.3,7.5,0,4430.2
2026-06-01 13:20:00,369.5,31.6,43.2,4.9,205.8,7.18,0,4370.6
2026-06-01 13:25:00,384.8,32.2,47.7,5.0,234.6,7.42,0,4267.9
2026-06-01 13:30:00,354.0,26.8,45.8,4.6,206.3,7.47,0,4231.5
2026-06-01 13:35:00,411.4,32.8,44.0,5.0,172.5,7.23,0,4199.6
2026-06-01 13:40:00,340.1,31.7,41.9,5.1,183.2,7.36,0,4232.5
2026-06-01 13:45:00,329.7,35.4,39.8,4.9,181.7,7.37,0,4262.8
2026-06-01 13:50:00,340.5,34.5,45.5,5.2,227.1,7.37,0,4294.6
2026-06-01 13:55:00,352.6,30.0,43.4,4.6,188.8,7.24,0,4378.5
2026-06-01 14:00:00,357.7,30.4,42.4,4.8,178.4,7.26,0,4454.4
2026-06-01 14:05:00,358.9,30.2,41.8,4.7,176.1,7.38,0,4397.7
2026-06-01 14:10:00,354.6,30.8,45.9,5.4,187.4,7.14,0,4159.9
2026-06-01 14:15:00,382.4,28.8,43.9,5.5,186.6,7.1,0,4201.8
2026-06-01 14:20:00,348.5,30.2,47.5,5.4,183.6,7.31,0,4184.8
2026-06-01 14:25:00,405.5,29.4,47.3,4.9,216.2,7.29,0,4360.5
2026-06-01 14:30:00,369.7,32.6,44.2,4.9,193.0,7.32,0,4336.0
2026-06-01 14:35:00,313.2,31.6,49.8,5.0,197.2,7.23,0,4229.8
2026-06-01 14:40:00,343.2,29.9,44.2,4.6,213.7,7.38,0,4265.8
2026-06-01 14:45:00,335.3,29.4,40.8,5.2,215.2,7.38,0,4298.3
2026-06-01 14:50:00,393.3,31.3,49.5,4.3,186.8,7.32,0,4331.3
2026-06-01 14:55:00,325.1,29.6,39.6,4.7,223.0,7.17,0,4396.1
2026-06-01 15:00:00,304.0,28.8,44.6,5.4,198.6,7.4,0,4313.9
2026-06-01 15:05:00,376.2,29.3,48.7,4.5,187.3,7.12,0,4285.3
2026-06-01 15:10:00,289.9,33.9,49.4,5.1,217.3,7.17,0,4346.3
2026-06-01 15:15:00,347.3,30.8,46.1,5.2,207.0,7.38,0,4301.4
2026-06-01 15:20:00,367.8,32.7,44.4,4.8,205.2,7.19,0,4363.5
2026-06-01 15:25:00,346.9,27.8,52.4,4.7,192.2,7.23,0,4323.0
2026-06-01 15:30:00,375.3,32.4,47.9,4.4,199.5,7.31,0,4453.5
2026-06-01 15:35:00,353.5,31.6,48.2,4.7,185.0,7.39,0,4473.1
2026-06-01 15:40:00,336.3,32.8,48.0,4.8,195.5,7.36,0,4357.3
2026-06-01 15:45:00,344.9,26.9,46.3,4.4,191.4,7.43,0,4569.8
2026-06-01 15:50:00,390.4,31.0,47.1,5.3,204.8,7.25,0,4420.0
2026-06-01 15:55:00,357.3,29.3,45.8,4.7,230.8,7.21,0,4454.4
2026-06-01 16:00:00,356.3,28.1,40.3,5.0,196.7,7.17,0,4560.4
2026-06-01 16:05:00,351.3,26.5,41.2,4.5,216.1,7.31,0,4629.6
2026-06-01 16:10:00,332.7,28.4,47.4,5.0,203.2,7.33,0,4572.6
2026-06-01 16:15:00,318.6,28.8,49.7,5.0,223.7,7.54,0,4515.6
2026-06-01 16:20:00,367.5,32.9,47.6,5.4,235.0,7.36,0,4471.4
2026-06-01 16:25:00,385.4,29.9,43.4,4.5,190.7,7.13,0,4554.0
2026-06-01 16:30:00,365.5,30.6,46.8,4.7,166.8,7.41,0,4600.7
2026-06-01 16:35:00,325.9,33.2,47.5,5.2,176.3,7.22,0,4606.0
2026-06-01 16:40:00,368.6,31.6,41.7,4.8,221.4,7.17,0,4569.4
2026-06-01 16:45:00,384.2,30.4,52.0,5.0,208.2,7.4,0,4543.6
2026-06-01 16:50:00,382.7,31.6,49.2,5.2,182.2,7.38,0,4655.6
2026-06-01 16:55:00,377.3,30.3,44.7,5.0,234.6,7.41,0,4599.4
2026-06-01 17:00:00,377.7,29.1,48.5,5.3,196.0,7.24,0,4528.0
2026-06-01 17:05:00,352.4,32.7,47.1,5.1,195.3,7.52,0,4626.7
2026-06-01 17:10:00,359.6,33.0,51.4,5.0,196.9,7.39,0,4693.3
2026-06-01 17:15:00,388.5,31.7,46.4,4.7,228.8,7.2,0,4687.0
2026-06-01 17:20:00,341.5,31.2,43.8,4.9,187.7,7.52,0,4809.3
2026-06-01 17:25:00,351.5,31.6,48.3,5.4,229.6,7.36,0,4693.9
2026-06-01 17:30:00,386.6,35.4,45.5,5.1,215.3,7.3,0,4731.2
2026-06-01 17:35:00,361.8,31.5,49.1,5.1,231.9,7.24,0,4992.5
2026-06-01 17:40:00,387.7,30.9,46.5,4.9,219.9,6.98,0,4989.2
2026-06-01 17:45:00,381.1,33.4,44.0,5.2,211.7,7.38,0,4956.1
2026-06-01 17:50:00,342.4,32.9,44.4,4.8,219.0,7.24,0,5092.5
2026-06-01 17:55:00,404.0,33.2,47.1,4.8,206.9,7.28,0,4910.9
2026-06-01 18:00:00,366.2,33.3,46.2,5.3,190.8,7.29,0,5083.5
2026-06-01 18:05:00,382.3,33.1,43.3,4.8,219.1,7.21,0,5017.9
2026-06-01 18:10:00,347.8,31.1,43.3,4.8,204.2,7.35,0,5214.9
2026-06-01 18:15:00,375.8,33.8,48.5,5.1,232.0,7.22,0,5114.8
2026-06-01 18:20:00,361.7,30.8,52.6,4.7,231.5,7.14,0,5027.5
2026-06-01 18:25:00,312.0,29.4,45.3,4.8,218.5,7.31,0,5283.8
2026-06-01 18:30:00,410.9,33.3,48.8,5.0,227.1,7.24,0,5127.8
2026-06-01 18:35:00,357.3,31.6,56.2,5.2,217.0,7.1,0,5071.0
2026-06-01 18:40:00,345.6,32.8,47.5,4.9,217.4,7.18,0,5375.7
2026-06-01 18:45:00,350.5,32.3,42.1,5.0,194.1,7.32,0,5306.5
2026-06-01 18:50:00,416.6,36.9,50.8,5.2,212.7,7.31,0,5170.3
2026-06-01 18:55:00,381.0,30.4,49.1,5.6,216.8,7.44,0,5270.9
2026-06-01 19:00:00,384.9,34.2,47.2,5.9,215.4,7.42,0,5287.3
2026-06-01 19:05:00,398.7,31.9,45.9,5.4,213.6,7.34,0,5224.5
2026-06-01 19:10:00,393.9,33.5,51.7,5.2,212.5,7.23,0,5244.9
2026-06-01 19:15:00,376.3,33.8,40.7,4.9,251.5,7.25,0,5341.2
2026-06-01 19:20:00,367.8,32.5,46.4,4.9,211.2,7.34,0,5471.3
2026-06-01 19:25:00,397.7,32.8,46.7,5.0,223.9,7.4,0,5468.1
2026-06-01 19:30:00,348.1,33.6,47.0,5.6,209.2,7.35,0,5330.1
2026-06-01 19:35:00,346.0,31.4,47.5,4.8,215.7,7.25,0,5488.6
2026-06-01 19:40:00,374.8,33.1,43.7,5.2,191.1,7.32,0,5567.4
2026-06-01 19:45:00,385.6,34.8,51.1,5.1,196.9,7.27,0,5319.6
2026-06-01 19:50:00,358.7,31.3,56.3,5.4,198.9,7.09,0,5496.2
2026-06-01 19:55:00,424.5,30.9,46.0,5.1,180.0,7.28,0,5420.9
2026-06-01 20:00:00,347.2,33.2,50.1,5.0,211.8,7.26,0,5390.6
2026-06-01 20:05:00,372.6,32.9,49.1,5.0,190.6,7.38,0,5421.0
2026-06-01 20:10:00,371.8,28.9,48.5,5.7,186.7,7.19,0,5504.6
2026-06-01 20:15:00,371.8,33.7,48.5,5.3,254.1,7.2,0,5275.9
2026-06-01 20:20:00,356.5,30.9,48.7,5.5,233.2,7.41,0,5406.5
2026-06-01 20:25:00,367.1,28.9,49.6,5.4,252.0,7.21,0,5359.1
2026-06-01 20:30:00,406.2,33.2,50.9,5.4,207.8,7.23,0,5391.5
2026-06-01 20:35:00,363.7,30.2,50.9,5.1,203.0,7.35,0,5358.4
2026-06-01 20:40:00,385.1,35.4,53.1,5.2,217.5,7.37,0,5285.2
2026-06-01 20:45:00,344.0,32.7,44.7,4.7,217.2,7.44,0,5553.4
2026-06-01 20:50:00,407.3,34.6,51.8,5.1,202.1,7.26,0,5057.1
2026-06-01 20:55:00,389.3,34.6,47.5,5.1,193.3,7.27,0,5380.0
2026-06-01 21:00:00,361.2,33.8,50.3,5.0,221.4,7.28,0,5362.4
2026-06-01 21:05:00,383.9,30.5,43.8,5.1,176.0,7.24,0,5289.9
2026-06-01 21:10:00,364.1,34.0,51.3,5.4,220.8,7.34,0,5290.2
2026-06-01 21:15:00,364.6,30.5,48.6,5.7,202.3,7.27,0,5305.8
2026-06-01 21:20:00,381.9,34.3,52.3,4.9,224.4,7.18,0,5161.6
2026-06-01 21:25:00,377.2,31.6,48.7,5.3,230.3,7.12,0,5154.8
2026-06-01 21:30:00,374.7,29.9,48.0,5.0,219.7,7.29,0,5135.6
2026-06-01 21:35:00,331.1,32.6,45.8,4.6,183.5,7.36,0,5192.0
2026-06-01 21:40:00,335.7,30.8,46.4,5.8,176.4,7.23,0,5169.5
2026-06-01 21:45:00,335.0,34.8,43.1,5.2,174.6,7.17,0,4983.6
2026-06-01 21:50:00,335.1,34.5,47.6,5.0,196.5,7.45,0,5057.3
2026-06-01 21:55:00,379.7,29.0,47.0,5.5,176.0,7.26,0,4974.5
2026-06-01 22:00:00,363.7,32.5,49.0,6.0,204.9,7.39,0,4914.8
2026-06-01 22:05:00,353.7,33.4,46.2,5.3,187.2,7.41,0,4933.6
2026-06-01 22:10:00,412.3,32.8,49.8,6.0,193.5,7.45,0,4841.8
2026-06-01 22:15:00,404.0,33.3,49.1,5.3,204.7,7.29,0,4746.8
2026-06-01 22:20:00,327.7,32.2,42.3,5.4,212.6,7.16,0,4904.3
2026-06-01 22:25:00,337.2,28.1,46.8,4.7,188.0,7.11,0,4959.5
2026-06-01 22:30:00,343.5,34.9,50.1,4.9,195.3,7.27,0,4810.1
2026-06-01 22:35:00,356.3,32.3,49.1,5.1,211.0,7.47,0,4900.8
2026-06-01 22:40:00,328.1,29.9,44.2,5.4,201.0,7.31,0,4858.4
2026-06-01 22:45:00,352.1,30.7,43.8,5.0,200.2,7.44,0,4674.8
2026-06-01 22:50:00,375.5,33.7,51.2,5.4,216.9,7.2,0,4652.7
2026-06-01 22:55:00,367.5,32.9,49.8,5.3,184.6,7.45,0,4569.7
2026-06-01 23:00:00,329.7,32.0,44.2,4.9,219.3,7.37,0,4700.8
2026-06-01 23:05:00,357.7,32.1,44.3,5.2,248.5,7.31,0,4700.9
2026-06-01 23:10:00,361.6,31.8,47.2,4.8,207.8,7.39,0,4628.3
2026-06-01 23:15:00,368.7,28.3,50.2,5.4,192.8,7.24,0,4533.6
2026-06-01 23:20:00,328.3,30.6,46.1,5.0,172.5,7.35,0,4574.1
2026-06-01 23:25:00,373.6,31.9,42.2,5.2,191.4,7.22,0,4621.9
2026-06-01 23:30:00,342.7,32.1,41.0,5.0,208.5,7.24,0,4590.5
2026-06-01 23:35:00,329.0,30.0,44.1,5.0,198.7,7.21,0,4562.1
2026-06-01 23:40:00,356.0,31.0,44.2,4.0,199.8,7.21,0,4523.6
2026-06-01 23:45:00,362.4,32.6,42.7,4.7,198.5,7.13,0,4578.2
2026-06-01 23:50:00,376.3,34.5,51.7,4.8,190.6,7.53,0,4369.7
2026-06-01 23:55:00,388.1,32.2,42.8,5.2,199.2,7.18,0,4385.0
2026-06-02 00:00:00,342.0,32.8,44.6,4.9,180.5,7.4,0,3905.2
2026-06-02 00:05:00,317.3,31.4,52.1,4.4,198.1,7.13,0,3928.3
2026-06-02 00:10:00,331.8,30.9,42.3,4.9,199.1,7.24,0,4055.2
2026-06-02 00:15:00,293.4,30.9,46.3,4.9,223.2,7.26,0,3858.4
2026-06-02 00:20:00,335.2,29.8,50.2,4.9,180.6,7.44,0,3836.8
2026-06-02 00:25:00,352.3,34.9,46.8,5.2,209.8,7.33,0,3737.8
2026-06-02 00:30:00,332.4,33.2,46.0,4.9,211.7,7.19,0,3892.0
2026-06-02 00:35:00,357.3,30.4,43.7,5.5,190.1,7.28,0,3812.3
2026-06-02 00:40:00,336.2,30.2,41.9,5.0,181.7,7.42,0,3890.7
2026-06-02 00:45:00,345.2,29.7,39.9,4.7,220.4,7.41,0,3859.5
2026-06-02 00:50:00,358.9,31.0,45.7,5.1,168.9,7.23,0,3639.1
2026-06-02 00:55:00,314.3,30.4,46.3,4.8,178.1,7.15,0,3683.2
2026-06-02 01:00:00,347.6,31.4,49.2,4.6,172.8,7.24,0,3746.0
2026-06-02 01:05:00,337.3,28.5,44.3,5.2,180.2,7.37,0,3563.7
2026-06-02 01:10:00,340.6,28.3,47.3,5.2,188.4,7.12,0,3649.8
2026-06-02 01:15:00,370.2,33.3,49.9,5.0,221.2,7.28,0,3364.7
2026-06-02 01:20:00,325.8,30.3,42.9,5.0,184.1,7.18,0,3497.1
2026-06-02 01:25:00,331.1,32.6,45.4,4.6,232.3,7.25,0,3417.5
2026-06-02 01:30:00,334.1,29.4,43.9,4.9,208.8,7.35,0,3492.4
2026-06-02 01:35:00,332.5,30.7,41.2,4.5,181.5,7.29,0,3352.5
2026-06-02 01:40:00,368.2,28.9,43.1,4.8,181.4,7.37,0,3390.7
2026-06-02 01:45:00,335.2,31.8,41.7,4.8,194.2,7.42,0,3328.3
2026-06-02 01:50:00,319.1,31.7,44.4,5.2,191.5,7.67,0,3202.6
2026-06-02 01:55:00,372.8,27.1,43.1,4.1,167.6,7.39,0,3266.7
2026-06-02 02:00:00,340.0,30.3,43.6,5.1,175.5,7.36,0,3202.5
2026-06-02 02:05:00,345.7,32.3,43.8,5.2,159.8,7.23,0,3032.7
2026-06-02 02:10:00,362.1,29.1,40.8,4.8,221.8,7.39,0,3119.3
